0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21
5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211,5.211
5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212,5.212
5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213,5.213
5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214,5.214
5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215,5.215
5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216,5.216
5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005,5.2170000000000005
5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218,5.218
5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219,5.219
5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22,5.22
5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221,5.221
5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222,5.222
5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223,5.223
5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224,5.224
5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005,5.2250000000000005
5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226,5.226
5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227,5.227
5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228,5.228
5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229,5.229
5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23
5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231,5.231
5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232,5.232
5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005,5.2330000000000005
5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234,5.234
5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235,5.235
5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236,5.236
5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237,5.237
